GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,NAME,BTTRA,BTBGA,ALUCE001,ALUCE002,ALUCE003,ALUCE004,ALUCE005,ALUCE006,ALUCE007,ALUCE008,ALUCE009,ALUCE010,ALWVE001,ALWVE002,ALWVE003,ALWVE004,ALWVE005,ALWVE006,ALWVE007,ALWVE008,ALW1E001,AL0NE001,AL0NE002,AL0NE003,AL0NE004,AL0NE005,AL0NE006,AL0NE007,AL0NE008,AL0NE009,AL0NE010,AL0NE011,AL0NE012,AL0NE013,AL0NE014,AL0NE015
"G31010900010031","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001003","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090010031","Block Group 1, Census Tract 10.03, Lancaster County, Nebraska",,,2532,2063,40,11,192,0,39,187,23,164,2532,191,138,108,198,318,154,1425,45718,1224,107,0,49,51,7,0,0,1117,66,511,440,66,34,0
"G31010900010032","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001003","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090010032","Block Group 2, Census Tract 10.03, Lancaster County, Nebraska",,,1303,1104,0,0,118,0,0,81,0,81,1303,10,102,52,6,108,0,1025,53629,556,418,7,164,187,60,0,0,138,7,44,55,12,20,0
"G31010900011011","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001101","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090011011","Block Group 1, Census Tract 11.01, Lancaster County, Nebraska",,,1497,1311,9,0,0,0,40,137,0,137,1489,51,214,6,39,17,22,1140,56458,663,418,0,81,264,57,16,0,245,15,115,115,0,0,0
"G31010900011012","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001101","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090011012","Block Group 2, Census Tract 11.01, Lancaster County, Nebraska",,,2042,1981,37,7,0,0,0,17,0,17,2014,0,57,8,0,32,9,1908,116630,712,703,8,92,392,152,45,14,9,0,0,9,0,0,0
"G31010900011013","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001101","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090011013","Block Group 3, Census Tract 11.01, Lancaster County, Nebraska",,,1028,1005,21,1,0,0,1,0,0,0,1008,125,101,1,28,36,117,600,50833,424,237,0,72,76,89,0,0,187,42,96,28,21,0,0
"G31010900011021","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001102","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090011021","Block Group 1, Census Tract 11.02, Lancaster County, Nebraska",,,1212,1155,22,0,0,0,0,35,0,35,1206,127,131,11,138,115,47,637,42847,501,398,36,175,88,77,22,0,103,12,41,50,0,0,0
"G31010900011022","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001102","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090011022","Block Group 2, Census Tract 11.02, Lancaster County, Nebraska",,,2370,2153,5,45,40,0,0,127,0,127,2350,89,125,0,72,34,44,1986,65821,925,823,0,152,421,185,65,0,102,0,28,17,57,0,0
"G31010900012001","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090012001","Block Group 1, Census Tract 12, Lancaster County, Nebraska",,,1610,1483,0,0,0,0,0,127,0,127,1570,169,28,0,0,0,30,1343,88516,641,566,0,167,185,142,72,0,75,0,17,18,40,0,0
"G31010900012002","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090012002","Block Group 2, Census Tract 12, Lancaster County, Nebraska",,,1849,1684,12,0,59,0,0,94,0,94,1832,1,41,2,17,50,33,1688,68860,726,595,0,72,330,179,14,0,131,0,41,44,31,0,15
"G31010900012003","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090012003","Block Group 3, Census Tract 12, Lancaster County, Nebraska",,,1020,952,0,0,0,0,28,40,12,28,1020,74,16,116,25,16,0,773,41929,428,121,0,0,87,10,24,0,307,0,139,94,74,0,0
"G31010900012004","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001200","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090012004","Block Group 4, Census Tract 12, Lancaster County, Nebraska",,,1707,1515,7,0,0,0,0,185,0,185,1707,82,166,7,17,36,143,1256,65366,674,463,0,172,213,36,42,0,211,0,58,103,50,0,0
"G31010900013011","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001301","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090013011","Block Group 1, Census Tract 13.01, Lancaster County, Nebraska",,,1411,1385,1,0,11,0,0,14,0,14,1382,34,31,8,34,44,32,1199,77148,649,407,9,73,186,77,31,31,242,42,114,42,36,0,8
"G31010900013012","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001301","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090013012","Block Group 2, Census Tract 13.01, Lancaster County, Nebraska",,,978,915,15,26,0,0,0,22,0,22,974,14,17,7,11,49,96,780,71818,326,304,7,78,109,52,42,16,22,0,0,9,13,0,0
"G31010900013013","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001301","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090013013","Block Group 3, Census Tract 13.01, Lancaster County, Nebraska",,,1404,1336,42,26,0,0,0,0,0,0,1404,58,54,12,75,59,0,1146,40515,817,321,9,92,134,56,30,0,496,149,217,118,12,0,0
"G31010900013021","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001302","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090013021","Block Group 1, Census Tract 13.02, Lancaster County, Nebraska",,,798,710,9,0,14,0,0,65,0,65,798,9,0,0,10,33,0,746,90521,349,333,0,105,216,0,12,0,16,0,6,10,0,0,0
"G31010900013022","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001302","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090013022","Block Group 2, Census Tract 13.02, Lancaster County, Nebraska",,,1150,1118,0,0,32,0,0,0,0,0,1150,10,8,0,0,77,22,1033,93859,419,391,0,106,207,78,0,0,28,0,14,14,0,0,0
"G31010900013023","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001302","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090013023","Block Group 3, Census Tract 13.02, Lancaster County, Nebraska",,,1049,933,1,5,15,0,26,69,0,69,1011,1,12,142,15,26,5,810,67321,459,404,13,140,125,90,21,15,55,0,22,25,8,0,0
"G31010900014001","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090014001","Block Group 1, Census Tract 14, Lancaster County, Nebraska",,,1000,838,0,0,17,0,0,145,0,145,1000,120,0,14,0,87,123,656,65684,337,251,13,17,148,15,58,0,86,0,47,0,20,19,0
"G31010900014002","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090014002","Block Group 2, Census Tract 14, Lancaster County, Nebraska",,,1377,1283,34,0,0,58,0,2,0,2,1375,48,64,18,0,80,25,1140,73156,554,476,0,111,261,60,44,0,78,0,30,48,0,0,0
"G31010900014003","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090014003","Block Group 3, Census Tract 14, Lancaster County, Nebraska",,,872,872,0,0,0,0,0,0,0,0,872,57,62,0,76,155,0,522,54261,353,257,20,73,125,22,17,0,96,0,79,17,0,0,0
"G31010900014004","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001400","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090014004","Block Group 4, Census Tract 14, Lancaster County, Nebraska",,,748,671,73,0,0,0,4,0,0,0,621,15,52,56,48,16,0,434,,385,223,0,61,162,0,0,0,162,89,45,28,0,0,0
"G31010900014005","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001400","5",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090014005","Block Group 5, Census Tract 14, Lancaster County, Nebraska",,,944,913,0,0,0,0,21,10,0,10,922,184,0,64,109,28,0,537,40795,453,232,0,160,21,51,0,0,221,0,123,64,0,10,24
"G31010900015001","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090015001","Block Group 1, Census Tract 15, Lancaster County, Nebraska",,,662,575,0,78,9,0,0,0,0,0,662,24,28,22,0,28,0,560,74479,245,163,0,29,73,37,17,7,82,0,28,36,10,0,8
"G31010900015002","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090015002","Block Group 2, Census Tract 15, Lancaster County, Nebraska",,,1224,1097,1,59,0,6,18,43,0,43,1224,73,11,25,27,121,0,967,60227,526,400,10,165,165,53,7,0,126,16,55,29,0,26,0
"G31010900015003","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001500","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090015003","Block Group 3, Census Tract 15, Lancaster County, Nebraska",,,2026,1842,64,49,21,0,4,46,0,46,1814,59,96,151,62,90,97,1259,50333,798,434,9,170,122,78,49,6,364,89,121,138,7,9,0
"G31010900015004","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001500","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090015004","Block Group 4, Census Tract 15, Lancaster County, Nebraska",,,556,486,35,0,35,0,0,0,0,0,556,21,18,27,8,9,20,453,58281,292,209,14,89,70,8,28,0,83,0,54,12,17,0,0
"G31010900016001","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090016001","Block Group 1, Census Tract 16, Lancaster County, Nebraska",,,910,909,0,1,0,0,0,0,0,0,898,0,62,19,11,30,56,720,,426,327,12,125,105,18,67,0,99,0,51,16,32,0,0
"G31010900016002","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090016002","Block Group 2, Census Tract 16, Lancaster County, Nebraska",,,1329,955,83,52,63,0,0,176,0,176,1292,40,100,135,64,83,0,870,63105,513,390,12,134,126,93,25,0,123,0,88,35,0,0,0
"G31010900016003","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001600","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090016003","Block Group 3, Census Tract 16, Lancaster County, Nebraska",,,776,652,0,32,0,0,49,43,0,43,776,41,114,49,0,61,72,439,55526,390,263,0,159,85,0,19,0,127,0,52,29,24,22,0
"G31010900016004","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001600","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090016004","Block Group 4, Census Tract 16, Lancaster County, Nebraska",,,1375,1192,74,0,57,0,0,52,0,52,1329,32,196,55,42,152,136,716,41875,569,323,11,126,121,44,21,0,246,0,156,46,44,0,0
"G31010900016005","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001600","5",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090016005","Block Group 5, Census Tract 16, Lancaster County, Nebraska",,,1309,1198,16,30,0,0,0,65,0,65,1309,114,14,0,66,141,82,892,57300,478,333,0,82,172,42,0,37,145,10,0,90,0,45,0
"G31010900017001","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001700","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090017001","Block Group 1, Census Tract 17, Lancaster County, Nebraska",,,737,436,63,0,13,0,149,76,0,76,737,37,196,16,14,126,84,264,26297,460,59,0,8,51,0,0,0,401,32,262,107,0,0,0
"G31010900017002","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001700","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090017002","Block Group 2, Census Tract 17, Lancaster County, Nebraska",,,1179,795,91,0,236,0,0,57,0,57,1161,126,26,196,236,80,15,482,35026,554,217,0,113,104,0,0,0,337,0,202,135,0,0,0
"G31010900017003","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001700","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090017003","Block Group 3, Census Tract 17, Lancaster County, Nebraska",,,799,787,2,8,0,0,1,1,0,1,794,88,88,86,32,83,0,417,30658,530,128,0,18,52,58,0,0,402,69,250,31,52,0,0
"G31010900017004","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001700","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090017004","Block Group 4, Census Tract 17, Lancaster County, Nebraska",,,380,363,0,0,17,0,0,0,0,0,380,102,57,12,24,50,0,135,,335,0,0,0,0,0,0,0,335,183,118,0,34,0,0
"G31010900017005","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001700","5",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090017005","Block Group 5, Census Tract 17, Lancaster County, Nebraska",,,1435,247,435,50,596,0,0,107,0,107,1435,66,491,106,87,80,9,596,31940,456,33,13,0,20,0,0,0,423,126,222,75,0,0,0
"G31010900017006","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001700","6",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090017006","Block Group 6, Census Tract 17, Lancaster County, Nebraska",,,378,222,0,14,76,0,20,46,0,46,378,34,77,14,0,125,0,128,23929,298,0,0,0,0,0,0,0,298,96,156,46,0,0,0
"G31010900018001","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001800","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090018001","Block Group 1, Census Tract 18, Lancaster County, Nebraska",,,981,679,68,0,203,0,14,17,0,17,975,282,175,139,13,104,30,232,24855,395,38,0,24,5,9,0,0,357,107,172,5,5,68,0
"G31010900018002","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001800","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090018002","Block Group 2, Census Tract 18, Lancaster County, Nebraska",,,914,523,273,0,85,0,0,33,6,27,914,102,31,149,108,53,50,421,34792,474,80,20,18,35,7,0,0,394,43,251,68,32,0,0
"G31010900019001","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"001900","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090019001","Block Group 1, Census Tract 19, Lancaster County, Nebraska",,,1694,1521,53,7,58,0,35,20,0,20,1278,534,174,56,25,56,59,374,28963,748,130,22,78,30,0,0,0,618,182,292,104,4,21,15
"G31010900020011","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"002001","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090020011","Block Group 1, Census Tract 20.01, Lancaster County, Nebraska",,,1178,856,141,31,111,0,0,39,0,39,1178,269,132,154,157,70,85,311,19906,767,41,0,41,0,0,0,0,726,265,373,76,0,12,0
"G31010900020012","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"002001","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090020012","Block Group 2, Census Tract 20.01, Lancaster County, Nebraska",,,691,519,91,3,13,0,38,27,0,27,681,102,153,127,12,74,33,180,21838,457,0,0,0,0,0,0,0,457,164,259,34,0,0,0
"G31010900020013","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"002001","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090020013","Block Group 3, Census Tract 20.01, Lancaster County, Nebraska",,,649,555,43,0,0,0,0,51,19,32,649,111,201,30,0,73,24,210,23412,393,37,22,0,0,15,0,0,356,93,183,73,0,7,0
"G31010900020021","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"002002","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090020021","Block Group 1, Census Tract 20.02, Lancaster County, Nebraska",,,1033,816,40,10,0,0,46,121,0,121,1033,47,359,40,69,80,62,376,30089,697,31,0,20,11,0,0,0,666,164,362,117,9,14,0
"G31010900020022","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"002002","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090020022","Block Group 2, Census Tract 20.02, Lancaster County, Nebraska",,,1000,729,176,10,55,0,0,30,0,30,1000,21,146,132,147,98,126,330,27829,530,25,0,10,15,0,0,0,505,117,217,171,0,0,0
"G31010900020023","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"002002","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090020023","Block Group 3, Census Tract 20.02, Lancaster County, Nebraska",,,775,548,108,33,11,0,24,51,0,51,340,0,32,31,40,98,0,139,24367,318,32,0,32,0,0,0,0,286,52,203,22,0,0,9
"G31010900021001","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"002100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090021001","Block Group 1, Census Tract 21, Lancaster County, Nebraska",,,1208,822,14,17,120,0,166,69,36,33,1208,239,133,186,60,38,0,552,33807,485,128,28,40,26,20,6,8,357,74,170,79,22,12,0
"G31010900021002","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"002100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090021002","Block Group 2, Census Tract 21, Lancaster County, Nebraska",,,1250,1010,74,0,0,0,142,24,7,17,1250,137,200,23,138,66,63,623,50625,428,217,4,43,44,97,24,5,211,6,96,50,32,12,15
"G31010900022001","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"002200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090022001","Block Group 1, Census Tract 22, Lancaster County, Nebraska",,,980,775,48,42,115,0,0,0,0,0,980,42,122,244,62,26,0,484,52978,350,104,0,29,16,59,0,0,246,71,133,16,0,26,0
"G31010900022002","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"002200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090022002","Block Group 2, Census Tract 22, Lancaster County, Nebraska",,,1108,846,170,0,80,0,12,0,0,0,1098,104,80,236,16,84,69,509,38616,484,148,22,57,43,26,0,0,336,0,300,16,20,0,0
"G31010900022003","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"002200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090022003","Block Group 3, Census Tract 22, Lancaster County, Nebraska",,,1571,1337,27,0,0,0,0,207,0,207,1486,101,100,203,81,30,0,971,74087,537,367,0,71,229,34,33,0,170,0,69,68,33,0,0
"G31010900022004","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"002200","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090022004","Block Group 4, Census Tract 22, Lancaster County, Nebraska",,,658,590,32,3,0,0,0,33,0,33,625,92,104,29,41,23,0,336,42813,348,266,0,86,85,95,0,0,82,0,31,24,27,0,0
"G31010900022005","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"002200","5",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090022005","Block Group 5, Census Tract 22, Lancaster County, Nebraska",,,676,530,0,15,0,0,108,23,23,0,676,99,100,0,0,47,0,430,44904,336,239,23,33,124,12,21,26,97,10,40,26,0,21,0
"G31010900022006","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"002200","6",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090022006","Block Group 6, Census Tract 22, Lancaster County, Nebraska",,,587,402,185,0,0,0,0,0,0,0,578,40,21,23,23,33,0,438,34740,301,21,0,4,17,0,0,0,280,0,196,66,18,0,0
"G31010900023001","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"002300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090023001","Block Group 1, Census Tract 23, Lancaster County, Nebraska",,,681,659,0,0,0,0,0,22,0,22,681,56,67,0,0,214,0,344,52353,298,124,0,83,41,0,0,0,174,0,77,75,9,13,0
"G31010900023002","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"002300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090023002","Block Group 2, Census Tract 23, Lancaster County, Nebraska",,,884,884,0,0,0,0,0,0,0,0,884,0,64,6,0,11,0,803,71262,443,340,0,123,161,38,18,0,103,44,43,0,16,0,0
"G31010900023003","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"002300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090023003","Block Group 3, Census Tract 23, Lancaster County, Nebraska",,,958,901,0,0,13,0,0,44,0,44,958,28,181,0,0,67,14,668,70114,467,131,0,31,90,0,10,0,336,0,192,129,15,0,0
"G31010900023004","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"002300","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090023004","Block Group 4, Census Tract 23, Lancaster County, Nebraska",,,690,545,113,0,0,0,0,32,0,32,690,61,125,52,133,64,0,255,21987,315,60,0,13,32,15,0,0,255,20,56,20,159,0,0
"G31010900023005","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"002300","5",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090023005","Block Group 5, Census Tract 23, Lancaster County, Nebraska",,,779,766,0,13,0,0,0,0,0,0,779,0,130,0,116,18,0,515,45109,358,234,9,31,173,11,10,0,124,0,124,0,0,0,0
"G31010900023006","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"002300","6",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090023006","Block Group 6, Census Tract 23, Lancaster County, Nebraska",,,325,291,0,0,34,0,0,0,0,0,325,29,11,0,18,0,0,267,,163,146,0,37,72,0,37,0,17,0,0,17,0,0,0
"G31010900023007","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"002300","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090023007","Block Group 7, Census Tract 23, Lancaster County, Nebraska",,,1025,815,0,26,145,20,0,19,0,19,1025,50,49,160,72,48,0,646,44342,526,167,0,123,33,11,0,0,359,64,206,47,42,0,0
"G31010900024001","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"002400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090024001","Block Group 1, Census Tract 24, Lancaster County, Nebraska",,,836,836,0,0,0,0,0,0,0,0,836,9,29,0,0,6,0,792,83500,386,321,0,101,180,23,17,0,65,0,41,0,24,0,0
"G31010900024002","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"002400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090024002","Block Group 2, Census Tract 24, Lancaster County, Nebraska",,,815,794,0,0,0,0,0,21,0,21,815,71,0,41,0,14,0,689,120400,328,328,9,61,222,29,7,0,0,0,0,0,0,0,0
"G31010900024003","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"002400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090024003","Block Group 3, Census Tract 24, Lancaster County, Nebraska",,,807,789,0,0,0,0,10,8,0,8,807,10,0,0,0,38,0,759,121193,263,263,0,41,178,44,0,0,0,0,0,0,0,0,0
"G31010900024004","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"002400","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090024004","Block Group 4, Census Tract 24, Lancaster County, Nebraska",,,749,677,0,0,0,0,0,72,0,72,739,0,22,7,6,44,0,660,105357,242,242,0,71,138,17,16,0,0,0,0,0,0,0,0
"G31010900025001","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"002500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090025001","Block Group 1, Census Tract 25, Lancaster County, Nebraska",,,1543,1396,9,0,24,0,63,51,23,28,1543,13,0,97,118,98,86,1131,63319,669,539,11,247,224,39,18,0,130,11,40,67,0,12,0
"G31010900025002","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"002500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090025002","Block Group 2, Census Tract 25, Lancaster County, Nebraska",,,1118,1118,0,0,0,0,0,0,0,0,1118,1,214,0,69,87,15,732,48164,509,346,0,112,179,35,20,0,163,0,111,38,14,0,0
"G31010900025003","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"002500","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090025003","Block Group 3, Census Tract 25, Lancaster County, Nebraska",,,791,658,52,0,0,0,27,54,40,14,791,0,106,0,0,39,90,556,55238,390,244,0,109,95,40,0,0,146,0,11,75,60,0,0
"G31010900025004","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"002500","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090025004","Block Group 4, Census Tract 25, Lancaster County, Nebraska",,,921,847,0,0,0,0,74,0,0,0,921,56,46,19,0,0,23,777,56607,445,285,18,139,110,18,0,0,160,0,51,97,12,0,0
"G31010900025005","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"002500","5",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090025005","Block Group 5, Census Tract 25, Lancaster County, Nebraska",,,902,873,0,0,29,0,0,0,0,0,902,16,0,68,60,26,0,732,74271,353,286,0,69,159,25,33,0,67,0,13,23,31,0,0
"G31010900027011","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"002701","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090027011","Block Group 1, Census Tract 27.01, Lancaster County, Nebraska",,,1064,826,119,0,37,12,19,51,0,51,611,166,0,116,23,17,0,289,31250,317,89,0,69,9,0,11,0,228,8,148,29,9,34,0
"G31010900027012","2015-2019","NE",,,"Nebraska","31","Lancaster County","109",,,"002701","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US311090027012","Block Group 2, Census Tract 27.01, Lancaster County, Nebraska",,,916,766,0,6,47,0,10,87,18,69,902,11,73,119,25,226,54,394,31178,445,99,0,49,40,0,0,10,346,145,117,58,17,9,0
